label,task,model_alias,lambda,delta,normalized_loss,best_observed_loss,regret_vs_best_observed,sensitivity_cost_spread,best_delta,worst_delta
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.005,0.0,0.01888111888111888,0.004982517482517482,0.013898601398601398,0.017272727272727273,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.005,0.75,0.022255244755244756,0.004982517482517482,0.017272727272727273,0.017272727272727273,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.005,1.5,0.018706293706293706,0.004982517482517482,0.013723776223776223,0.017272727272727273,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.01,-1.5,0.009965034965034964,0.009965034965034964,0.0,0.017062937062937066,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.01,-0.75,0.013321678321678321,0.009965034965034964,0.0033566433566433566,0.017062937062937066,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.01,0.0,0.02377622377622378,0.009965034965034964,0.013811188811188814,0.017062937062937066,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.01,0.75,0.027027972027972032,0.009965034965034964,0.017062937062937066,0.017062937062937066,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.01,1.5,0.02342657342657343,0.009965034965034964,0.013461538461538464,0.017062937062937066,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.02,-1.5,0.01993006993006993,0.01993006993006993,0.0,0.016643356643356647,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.02,-0.75,0.023146853146853146,0.01993006993006993,0.003216783216783217,0.016643356643356647,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.02,0.0,0.033566433566433566,0.01993006993006993,0.013636363636363637,0.016643356643356647,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.02,0.75,0.036573426573426576,0.01993006993006993,0.016643356643356647,0.016643356643356647,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.02,1.5,0.032867132867132866,0.01993006993006993,0.012937062937062937,0.016643356643356647,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.05,-1.5,0.049825174825174824,0.049825174825174824,0.0,0.015384615384615392,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.05,-0.75,0.05262237762237763,0.049825174825174824,0.0027972027972028024,0.015384615384615392,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.05,0.0,0.06293706293706294,0.049825174825174824,0.013111888111888119,0.015384615384615392,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.05,0.75,0.06520979020979022,0.049825174825174824,0.015384615384615392,0.015384615384615392,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.05,1.5,0.06118881118881119,0.049825174825174824,0.011363636363636367,0.015384615384615392,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.1,-1.5,0.09965034965034965,0.09965034965034965,0.0,0.013286713286713298,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.1,-0.75,0.10174825174825176,0.09965034965034965,0.0020979020979021157,0.013286713286713298,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.1,0.0,0.1118881118881119,0.09965034965034965,0.012237762237762254,0.013286713286713298,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.1,0.75,0.11293706293706295,0.09965034965034965,0.013286713286713298,0.013286713286713298,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.1,1.5,0.1083916083916084,0.09965034965034965,0.00874125874125875,0.013286713286713298,-1.5,0.75
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.2,-1.5,0.1993006993006993,0.1993006993006993,0.0,0.010489510489510523,-1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.2,-0.75,0.2,0.1993006993006993,0.0006993006993007145,0.010489510489510523,-1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.2,0.0,0.20979020979020982,0.1993006993006993,0.010489510489510523,0.010489510489510523,-1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.2,0.75,0.2083916083916084,0.1993006993006993,0.009090909090909094,0.010489510489510523,-1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.2,1.5,0.2027972027972028,0.1993006993006993,0.003496503496503517,0.010489510489510523,-1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.5,-1.5,0.4982517482517482,0.48601398601398604,0.012237762237762184,0.0174825174825175,1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.5,-0.75,0.49475524475524474,0.48601398601398604,0.008741258741258695,0.0174825174825175,1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.5,0.0,0.5034965034965035,0.48601398601398604,0.0174825174825175,0.0174825174825175,1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.5,0.75,0.4947552447552448,0.48601398601398604,0.00874125874125875,0.0174825174825175,1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.5,1.5,0.48601398601398604,0.48601398601398604,0.0,0.0174825174825175,1.5,0.0
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.0,-1.5,0.9965034965034965,0.958041958041958,0.038461538461538436,0.038461538461538436,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.0,-0.75,0.986013986013986,0.958041958041958,0.027972027972028024,0.038461538461538436,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.0,0.0,0.993006993006993,0.958041958041958,0.034965034965035,0.038461538461538436,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.0,0.75,0.9720279720279721,0.958041958041958,0.013986013986014068,0.038461538461538436,1.5,-1.5
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.0,1.5,0.958041958041958,0.958041958041958,0.0,0.038461538461538436,1.5,-1.5
