label,task,model_alias,delta,lambda,loss_delta,loss_delta0,pass_through_regret,zero_crossing_lambda,positive_regret_lambda_interval,negative_regret_lambda_interval,worst_positive_regret_on_grid,best_improvement_on_grid
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.0,0.2,0.35174825174825175,0.35174825174825175,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.0,0.5,0.43356643356643354,0.43356643356643354,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.0,1.0,0.5699300699300699,0.5699300699300699,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.001,0.35683916083916084,0.29747552447552444,0.059363636363636396,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.002,0.35703496503496507,0.29774825174825176,0.05928671328671331,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.005,0.35762237762237764,0.29856643356643353,0.05905594405594411,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.01,0.3586013986013986,0.29993006993006993,0.05867132867132868,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.02,0.36055944055944056,0.3026573426573426,0.05790209790209794,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.05,0.36643356643356645,0.3108391608391608,0.05559440559440565,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.1,0.37622377622377623,0.32447552447552447,0.05174825174825176,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.2,0.39580419580419585,0.35174825174825175,0.044055944055944096,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,0.5,0.4545454545454546,0.43356643356643354,0.020979020979021046,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,0.75,1.0,0.5524475524475525,0.5699300699300699,-0.01748251748251739,0.7727272727272735,"(0, 0.772727)","(0.772727, inf)",0.059363636363636396,-0.01748251748251739
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.001,0.3568356643356644,0.29747552447552444,0.05936013986013994,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.002,0.35702797202797204,0.29774825174825176,0.05927972027972028,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.005,0.3576048951048951,0.29856643356643353,0.059038461538461595,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.01,0.3585664335664336,0.29993006993006993,0.05863636363636365,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.02,0.3604895104895105,0.3026573426573426,0.05783216783216788,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.05,0.3662587412587413,0.3108391608391608,0.055419580419580505,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.1,0.3758741258741259,0.32447552447552447,0.05139860139860142,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.2,0.3951048951048951,0.35174825174825175,0.043356643356643354,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,0.5,0.4527972027972028,0.43356643356643354,0.019230769230769273,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,openai_gpt56_sol,1.5,1.0,0.548951048951049,0.5699300699300699,-0.020979020979020935,0.7391304347826095,"(0, 0.73913)","(0.73913, inf)",0.05936013986013994,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.001,0.0009965034965034964,0.014965034965034965,-0.01396853146853147,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.002,0.001993006993006993,0.015944055944055943,-0.01395104895104895,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.005,0.004982517482517482,0.01888111888111888,-0.013898601398601398,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.01,0.009965034965034964,0.02377622377622378,-0.013811188811188814,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.02,0.01993006993006993,0.033566433566433566,-0.013636363636363637,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.05,0.049825174825174824,0.06293706293706294,-0.013111888111888119,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.1,0.09965034965034965,0.1118881118881119,-0.012237762237762254,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.2,0.1993006993006993,0.20979020979020982,-0.010489510489510523,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,0.5,0.4982517482517482,0.5034965034965035,-0.005244755244755317,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-1.5,1.0,0.9965034965034965,0.993006993006993,0.0034965034965034336,0.8000000000000043,"(0.8, inf)","(0, 0.8)",0.0034965034965034336,-0.01396853146853147
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.001,0.004479020979020979,0.014965034965034965,-0.010486013986013986,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.002,0.005461538461538462,0.015944055944055943,-0.010482517482517481,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.005,0.00840909090909091,0.01888111888111888,-0.010472027972027972,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.01,0.013321678321678321,0.02377622377622378,-0.010454545454545458,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.02,0.023146853146853146,0.033566433566433566,-0.01041958041958042,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.05,0.05262237762237763,0.06293706293706294,-0.010314685314685317,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.1,0.10174825174825176,0.1118881118881119,-0.010139860139860138,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.2,0.2,0.20979020979020982,-0.009790209790209808,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,0.5,0.49475524475524474,0.5034965034965035,-0.008741258741258806,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,-0.75,1.0,0.986013986013986,0.993006993006993,-0.006993006993006978,3.000000000000054,"(3, inf)","(0, 3)",0.0,-0.010486013986013986
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.001,0.014965034965034965,0.014965034965034965,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.002,0.015944055944055943,0.015944055944055943,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.005,0.01888111888111888,0.01888111888111888,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.01,0.02377622377622378,0.02377622377622378,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.02,0.033566433566433566,0.033566433566433566,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.05,0.06293706293706294,0.06293706293706294,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.1,0.1118881118881119,0.1118881118881119,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.2,0.20979020979020982,0.20979020979020982,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,0.5,0.5034965034965035,0.5034965034965035,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.0,1.0,0.993006993006993,0.993006993006993,0.0,,,,,
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.001,0.018437062937062938,0.014965034965034965,0.003472027972027973,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.002,0.019391608391608393,0.015944055944055943,0.0034475524475524495,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.005,0.022255244755244756,0.01888111888111888,0.0033741258741258745,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.01,0.027027972027972032,0.02377622377622378,0.003251748251748253,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.02,0.036573426573426576,0.033566433566433566,0.00300699300699301,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.05,0.06520979020979022,0.06293706293706294,0.0022727272727272735,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.1,0.11293706293706295,0.1118881118881119,0.001048951048951044,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.2,0.2083916083916084,0.20979020979020982,-0.001398601398601429,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,0.5,0.4947552447552448,0.5034965034965035,-0.00874125874125875,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,0.75,1.0,0.9720279720279721,0.993006993006993,-0.020979020979020935,0.14285714285714288,"(0, 0.142857)","(0.142857, inf)",0.003472027972027973,-0.020979020979020935
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.001,0.01493006993006993,0.014965034965034965,-3.4965034965035724e-05,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.002,0.015874125874125875,0.015944055944055943,-6.993006993006798e-05,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.005,0.018706293706293706,0.01888111888111888,-0.00017482517482517515,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.01,0.02342657342657343,0.02377622377622378,-0.0003496503496503503,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.02,0.032867132867132866,0.033566433566433566,-0.0006993006993007006,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.05,0.06118881118881119,0.06293706293706294,-0.0017482517482517515,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.1,0.1083916083916084,0.1118881118881119,-0.003496503496503503,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.2,0.2027972027972028,0.20979020979020982,-0.006993006993007006,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,0.5,0.48601398601398604,0.5034965034965035,-0.0174825174825175,,,"(0, inf)",0.0,-0.034965034965035
POST_HOC_NORMATIVE_REANALYSIS,code,anthropic_sonnet5,1.5,1.0,0.958041958041958,0.993006993006993,-0.034965034965035,,,"(0, inf)",0.0,-0.034965034965035
