question_id,question_title,platform,contest_id,contest_date,difficulty,starter_code_present,n_public_tests,n_private_tests,source_file,eligible,exclusion_reason,errata,python_compatible,release
3299,find-the-maximum-number-of-elements-in-subset,leetcode,weekly-contest-382,2024-01-27T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3308,apply-operations-to-make-string-empty,leetcode,biweekly-contest-124,2024-02-17T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3309,count-prefix-and-suffix-pairs-i,leetcode,weekly-contest-385,2024-02-17T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3311,ant-on-the-boundary,leetcode,weekly-contest-383,2024-02-03T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3312,number-of-changing-keys,leetcode,weekly-contest-382,2024-01-27T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3317,maximum-palindromes-after-operations,leetcode,weekly-contest-384,2024-02-10T00:00:00,medium,True,3,12,test.jsonl,1,,0,1,release_v6
3320,maximum-number-of-operations-with-the-same-score-i,leetcode,biweekly-contest-124,2024-02-17T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3324,split-the-array,leetcode,weekly-contest-386,2024-02-24T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3329,find-the-length-of-the-longest-common-prefix,leetcode,weekly-contest-385,2024-02-17T00:00:00,medium,True,2,12,test.jsonl,1,,0,1,release_v6
3331,minimum-operations-to-exceed-threshold-value-i,leetcode,biweekly-contest-125,2024-03-02T00:00:00,easy,True,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
3347,distribute-elements-into-two-arrays-i,leetcode,weekly-contest-387,2024-03-02T00:00:00,easy,True,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc301_a,Overall Winner,atcoder,abc301,2023-05-13T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc301_b,Fill the Gaps,atcoder,abc301,2023-05-13T00:00:00,easy,False,2,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc301_c,AtCoder Cards,atcoder,abc301,2023-05-13T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc301_d,Bitmask,atcoder,abc301,2023-05-13T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc301_e,Pac,atcoder,abc301,2023-05-13T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc301_f,Anti,atcoder,abc301,2023-05-13T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc302_a,Attack,atcoder,abc302,2023-05-20T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc302_b,Find snuke,atcoder,abc302,2023-05-20T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc302_c,Almost Equal,atcoder,abc302,2023-05-20T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc302_d,Impartial Gift,atcoder,abc302,2023-05-20T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc302_e,Isolation,atcoder,abc302,2023-05-20T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc302_f,Merge Set,atcoder,abc302,2023-05-20T00:00:00,hard,False,4,12,test.jsonl,1,,0,1,release_v6
abc303_a,Similar String,atcoder,abc303,2023-05-27T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc303_b,Discord,atcoder,abc303,2023-05-27T00:00:00,easy,False,3,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc303_c,Dash,atcoder,abc303,2023-05-27T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc303_d,Shift vs. CapsLock,atcoder,abc303,2023-05-27T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc303_e,A Gift From the Stars,atcoder,abc303,2023-05-27T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc304_a,First Player,atcoder,abc304,2023-06-03T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc304_b,Subscribers,atcoder,abc304,2023-06-03T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc304_c,Virus,atcoder,abc304,2023-06-03T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc304_d,A Piece of Cake,atcoder,abc304,2023-06-03T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc304_e,Good Graph,atcoder,abc304,2023-06-03T00:00:00,hard,False,1,12,test.jsonl,1,,0,1,release_v6
abc305_a,Water Station,atcoder,abc305,2023-06-10T00:00:00,easy,False,3,7,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc305_b,ABCDEFG,atcoder,abc305,2023-06-10T00:00:00,easy,False,3,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc305_c,Snuke the Cookie Picker,atcoder,abc305,2023-06-10T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc305_d,Sleep Log,atcoder,abc305,2023-06-10T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc305_e,Art Gallery on Graph,atcoder,abc305,2023-06-10T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc306_a,Echo,atcoder,abc306,2023-06-17T00:00:00,easy,False,2,6,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc306_b,Base 2,atcoder,abc306,2023-06-17T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc306_c,Centers,atcoder,abc306,2023-06-17T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc306_d,Poisonous Full,atcoder,abc306,2023-06-17T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc306_e,Best Performances,atcoder,abc306,2023-06-17T00:00:00,hard,False,1,12,test.jsonl,1,,0,1,release_v6
abc307_a,Weekly Records,atcoder,abc307,2023-06-24T00:00:00,easy,False,2,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc307_b,racecar,atcoder,abc307,2023-06-24T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc307_c,Ideal Sheet,atcoder,abc307,2023-06-24T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc307_d,Mismatched Parentheses,atcoder,abc307,2023-06-24T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc307_e,Distinct Adjacent,atcoder,abc307,2023-06-24T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc308_a,New Scheme,atcoder,abc308,2023-07-01T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc308_b,Default Price,atcoder,abc308,2023-07-01T00:00:00,easy,False,2,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc308_c,Standings,atcoder,abc308,2023-07-01T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc308_d,Snuke Maze,atcoder,abc308,2023-07-01T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc308_e,MEX,atcoder,abc308,2023-07-01T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc308_f,Vouchers,atcoder,abc308,2023-07-01T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc309_a,Nine,atcoder,abc309,2023-07-08T00:00:00,easy,False,3,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc309_b,Rotate,atcoder,abc309,2023-07-08T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc309_c,Medicine,atcoder,abc309,2023-07-08T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc309_d,Add One Edge,atcoder,abc309,2023-07-08T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc309_e,Family and Insurance,atcoder,abc309,2023-07-08T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc310_a,Order Something Else,atcoder,abc310,2023-07-15T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc310_b,Strictly Superior,atcoder,abc310,2023-07-15T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc310_c,Reversible,atcoder,abc310,2023-07-15T00:00:00,medium,False,1,12,test.jsonl,1,,0,1,release_v6
abc310_d,Peaceful Teams,atcoder,abc310,2023-07-15T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc310_e,NAND repeatedly,atcoder,abc310,2023-07-15T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc310_f,Make 10 Again,atcoder,abc310,2023-07-15T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc311_a,First ABC,atcoder,abc311,2023-07-22T00:00:00,easy,False,3,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc311_b,Vacation Together,atcoder,abc311,2023-07-22T00:00:00,easy,False,5,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc311_c,Find it!,atcoder,abc311,2023-07-22T00:00:00,medium,False,3,12,test.jsonl,0,official_errata,1,1,release_v6
abc311_d,Grid Ice Floor,atcoder,abc311,2023-07-22T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc311_e,Defect,atcoder,abc311,2023-07-22T00:00:00,hard,False,4,12,test.jsonl,1,,0,1,release_v6
abc312_a,Chord,atcoder,abc312,2023-07-29T00:00:00,easy,False,3,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc312_b,TaK Code,atcoder,abc312,2023-07-29T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc312_c,Invisible Hand,atcoder,abc312,2023-07-29T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc312_d,Count Bracket Sequences,atcoder,abc312,2023-07-29T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc312_e,Tangency of Cuboids,atcoder,abc312,2023-07-29T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc312_f,Cans and Openers,atcoder,abc312,2023-07-29T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc313_a,To Be Saikyo,atcoder,abc313,2023-08-05T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc313_b,Who is Saikyo?,atcoder,abc313,2023-08-05T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc313_c,Approximate Equalization 2,atcoder,abc313,2023-08-05T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc314_a,3.14,atcoder,abc314,2023-08-12T00:00:00,easy,False,3,5,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc314_b,Roulette,atcoder,abc314,2023-08-12T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc314_c,Rotate Colored Subsequence,atcoder,abc314,2023-08-12T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc314_d,LOWER,atcoder,abc314,2023-08-12T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc314_e,Roulettes,atcoder,abc314,2023-08-12T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc314_f,A Certain Game,atcoder,abc314,2023-08-12T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc315_a,tcdr,atcoder,abc315,2023-08-19T00:00:00,easy,False,3,9,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc315_b,The Middle Day,atcoder,abc315,2023-08-19T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc315_c,Flavors,atcoder,abc315,2023-08-19T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc315_d,Magical Cookies,atcoder,abc315,2023-08-19T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc315_e,Prerequisites,atcoder,abc315,2023-08-19T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc315_f,Shortcuts,atcoder,abc315,2023-08-19T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc318_a,Full Moon,atcoder,abc318,2023-09-02T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc318_b,Overlapping sheets,atcoder,abc318,2023-09-02T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc318_c,Blue Spring,atcoder,abc318,2023-09-02T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc318_d,General Weighted Max Matching,atcoder,abc318,2023-09-02T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc318_e,Sandwiches,atcoder,abc318,2023-09-02T00:00:00,hard,False,3,11,test.jsonl,1,,0,1,release_v6
abc319_b,Measure,atcoder,abc319,2023-09-09T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc319_c,False Hope,atcoder,abc319,2023-09-09T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc319_d,Minimum Width,atcoder,abc319,2023-09-09T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc319_e,Bus Stops,atcoder,abc319,2023-09-09T00:00:00,hard,False,1,12,test.jsonl,1,,0,1,release_v6
abc320_a,Leyland Number,atcoder,abc320,2023-09-16T00:00:00,easy,False,3,6,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc320_b,Longest Palindrome,atcoder,abc320,2023-09-16T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc320_c,Slot Strategy 2 (Easy),atcoder,abc320,2023-09-16T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc320_d,Relative Position,atcoder,abc320,2023-09-16T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc320_e,Somen Nagashi,atcoder,abc320,2023-09-16T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc321_a,321,atcoder,abc321,2023-09-23T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc321_b,Cutoff,atcoder,abc321,2023-09-23T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc321_c,321,atcoder,abc321,2023-09-23T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc321_d,Set Menu,atcoder,abc321,2023-09-23T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc321_e,Complete Binary Tree,atcoder,abc321,2023-09-23T00:00:00,hard,False,2,6,test.jsonl,1,,0,1,release_v6
abc322_a,First ABC 2,atcoder,abc322,2023-09-30T00:00:00,easy,False,3,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc322_b,Prefix and Suffix,atcoder,abc322,2023-09-30T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc322_c,Festival,atcoder,abc322,2023-09-30T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc322_d,Polyomino,atcoder,abc322,2023-09-30T00:00:00,medium,False,6,12,test.jsonl,1,,0,1,release_v6
abc322_e,Product Development,atcoder,abc322,2023-09-30T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc323_a,Weak Beats,atcoder,abc323,2023-10-07T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc323_b,Round,atcoder,abc323,2023-10-07T00:00:00,easy,False,2,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc323_c,World Tour Finals,atcoder,abc323,2023-10-07T00:00:00,medium,False,3,11,test.jsonl,1,,0,1,release_v6
abc323_d,Merge Slimes,atcoder,abc323,2023-10-07T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc323_e,Playlist,atcoder,abc323,2023-10-07T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc324_a,Same,atcoder,abc324,2023-10-14T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc324_b,3,atcoder,abc324,2023-10-14T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc324_c,Error Correction,atcoder,abc324,2023-10-14T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc324_d,Square Permutation,atcoder,abc324,2023-10-14T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc324_e,Joint Two Strings,atcoder,abc324,2023-10-14T00:00:00,hard,False,4,12,test.jsonl,1,,0,1,release_v6
abc324_f,Beautiful Path,atcoder,abc324,2023-10-14T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc325_a,Takahashi san,atcoder,abc325,2023-10-21T00:00:00,easy,False,2,9,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc325_b,World Meeting,atcoder,abc325,2023-10-21T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc325_c,Sensors,atcoder,abc325,2023-10-21T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc325_d,Printing Machine,atcoder,abc325,2023-10-21T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc325_e,"Our clients, please wait a moment",atcoder,abc325,2023-10-21T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc325_f,Sensor Optimization Dilemma,atcoder,abc325,2023-10-21T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc326_a,2UP3DOWN,atcoder,abc326,2023-10-28T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc326_b,326,atcoder,abc326,2023-10-28T00:00:00,easy,False,3,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc326_c,Peak,atcoder,abc326,2023-10-28T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc326_d,ABC Puzzle,atcoder,abc326,2023-10-28T00:00:00,hard,False,2,12,test.jsonl,0,official_errata,1,1,release_v6
abc326_e,"Revenge of ""The Salary of AtCoder Inc.""",atcoder,abc326,2023-10-28T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc327_a,ab,atcoder,abc327,2023-11-04T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc327_b,A^A,atcoder,abc327,2023-11-04T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,1,1,release_v6
abc327_c,Number Place,atcoder,abc327,2023-11-04T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc327_d,Good Tuple Problem,atcoder,abc327,2023-11-04T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc327_e,Maximize Rating,atcoder,abc327,2023-11-04T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc328_a,Not Too Hard,atcoder,abc328,2023-11-11T00:00:00,easy,False,3,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc328_b,11/11,atcoder,abc328,2023-11-11T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc328_c,Consecutive,atcoder,abc328,2023-11-11T00:00:00,medium,False,2,12,test.jsonl,1,,0,1,release_v6
abc328_d,Take ABC,atcoder,abc328,2023-11-11T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc328_e,Modulo MST,atcoder,abc328,2023-11-11T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc329_a,Spread,atcoder,abc329,2023-11-18T00:00:00,easy,False,3,6,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc329_b,Next,atcoder,abc329,2023-11-18T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc329_c,Count xxx,atcoder,abc329,2023-11-18T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc329_d,Election Quick Report,atcoder,abc329,2023-11-18T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc329_e,Stamp,atcoder,abc329,2023-11-18T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc329_f,Colored Ball,atcoder,abc329,2023-11-18T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc330_a,Counting Passes,atcoder,abc330,2023-11-25T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc330_b,Minimize Abs 1,atcoder,abc330,2023-11-25T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc330_c,Minimize Abs 2,atcoder,abc330,2023-11-25T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc330_d,Counting Ls,atcoder,abc330,2023-11-25T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc330_e,Mex and Update,atcoder,abc330,2023-11-25T00:00:00,hard,False,1,12,test.jsonl,1,,0,1,release_v6
abc331_a,Tomorrow,atcoder,abc331,2023-12-02T00:00:00,easy,False,3,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc331_b,Buy One Carton of Milk,atcoder,abc331,2023-12-02T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc331_c,Sum of Numbers Greater Than Me,atcoder,abc331,2023-12-02T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc331_d,Tile Pattern,atcoder,abc331,2023-12-02T00:00:00,hard,False,2,12,test.jsonl,1,,0,1,release_v6
abc331_e,Set Meal,atcoder,abc331,2023-12-02T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc332_a,Online Shopping,atcoder,abc332,2023-12-10T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc332_b,Glass and Mug,atcoder,abc332,2023-12-10T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc332_c,T,atcoder,abc332,2023-12-10T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc332_d,Swapping Puzzle,atcoder,abc332,2023-12-10T00:00:00,hard,False,4,12,test.jsonl,1,,0,1,release_v6
abc333_a,Three Threes,atcoder,abc333,2023-12-16T00:00:00,easy,False,2,7,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc333_b,Pentagon,atcoder,abc333,2023-12-16T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc333_c,Repunit Trio,atcoder,abc333,2023-12-16T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc333_d,Erase Leaves,atcoder,abc333,2023-12-16T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc333_e,Takahashi Quest,atcoder,abc333,2023-12-16T00:00:00,hard,False,3,12,test.jsonl,0,official_errata,1,1,release_v6
abc334_a,Christmas Present,atcoder,abc334,2023-12-23T00:00:00,easy,False,2,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc334_b,Christmas Trees,atcoder,abc334,2023-12-23T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc334_c,Socks 2,atcoder,abc334,2023-12-23T00:00:00,medium,False,3,11,test.jsonl,1,,0,1,release_v6
abc334_d,Reindeer and Sleigh,atcoder,abc334,2023-12-23T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc334_e,Christmas Color Grid 1,atcoder,abc334,2023-12-23T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc335_a,202<s>3</s>,atcoder,abc335,2024-01-06T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc335_b,Tetrahedral Number,atcoder,abc335,2024-01-06T00:00:00,easy,False,2,11,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc335_c,Loong Tracking,atcoder,abc335,2024-01-06T00:00:00,medium,False,1,12,test.jsonl,1,,0,1,release_v6
abc335_d,Loong and Takahashi,atcoder,abc335,2024-01-06T00:00:00,medium,False,1,12,test.jsonl,1,,0,1,release_v6
abc336_a,Long Loong,atcoder,abc336,2024-01-14T00:00:00,easy,False,2,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc336_b,CTZ,atcoder,abc336,2024-01-14T00:00:00,easy,False,3,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc336_c,Even Digits,atcoder,abc336,2024-01-14T00:00:00,medium,False,3,10,test.jsonl,1,,0,1,release_v6
abc336_d,Pyramid,atcoder,abc336,2024-01-14T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc337_a,Scoreboard,atcoder,abc337,2024-01-20T00:00:00,easy,False,3,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc337_b,Extended ABC,atcoder,abc337,2024-01-20T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc337_c,Lining Up 2,atcoder,abc337,2024-01-20T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc337_d,Cheating Gomoku Narabe,atcoder,abc337,2024-01-20T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc337_e,Bad Juice,atcoder,abc337,2024-01-20T00:00:00,hard,False,1,12,test.jsonl,0,official_errata,1,1,release_v6
abc338_a,Capitalized?,atcoder,abc338,2024-01-27T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc338_b,Frequency,atcoder,abc338,2024-01-27T00:00:00,easy,False,3,8,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc338_c,Leftover Recipes,atcoder,abc338,2024-01-27T00:00:00,medium,False,4,12,test.jsonl,1,,0,1,release_v6
abc338_d,Island Tour,atcoder,abc338,2024-01-27T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc338_e,Chords,atcoder,abc338,2024-01-27T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc338_f,Negative Traveling Salesman,atcoder,abc338,2024-01-27T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc339_a,TLD,atcoder,abc339,2024-02-03T00:00:00,easy,False,4,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc339_b,Langton's Takahashi,atcoder,abc339,2024-02-03T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc339_c,Perfect Bus,atcoder,abc339,2024-02-03T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc339_d,Synchronized Players,atcoder,abc339,2024-02-03T00:00:00,medium,False,3,12,test.jsonl,1,,0,1,release_v6
abc340_a,Arithmetic Progression,atcoder,abc340,2024-02-10T00:00:00,easy,False,2,10,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc340_b,Append,atcoder,abc340,2024-02-10T00:00:00,easy,False,1,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc340_c,Divide and Divide,atcoder,abc340,2024-02-10T00:00:00,medium,False,3,8,test.jsonl,1,,0,1,release_v6
abc340_d,Super Takahashi Bros.,atcoder,abc340,2024-02-10T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc340_e,Mancala 2,atcoder,abc340,2024-02-10T00:00:00,hard,False,3,12,test.jsonl,1,,0,1,release_v6
abc341_a,Print 341,atcoder,abc341,2024-02-17T00:00:00,easy,False,3,9,test.jsonl,0,not_medium_or_hard,0,1,release_v6
abc341_b,Foreign Exchange,atcoder,abc341,2024-02-17T00:00:00,easy,False,2,12,test.jsonl,0,not_medium_or_hard,0,1,release_v6
