attempt_index,provider,requested_model_id,model_alias
508,anthropic,claude-sonnet-5,anthropic_sonnet5
509,anthropic,claude-sonnet-5,anthropic_sonnet5
510,anthropic,claude-sonnet-5,anthropic_sonnet5
511,anthropic,claude-sonnet-5,anthropic_sonnet5
512,anthropic,claude-sonnet-5,anthropic_sonnet5
513,anthropic,claude-sonnet-5,anthropic_sonnet5
514,anthropic,claude-sonnet-5,anthropic_sonnet5
515,anthropic,claude-sonnet-5,anthropic_sonnet5
516,openai,gpt-5.6-sol,openai_gpt56_sol
517,openai,gpt-5.6-sol,openai_gpt56_sol
518,openai,gpt-5.6-sol,openai_gpt56_sol
519,openai,gpt-5.6-sol,openai_gpt56_sol
520,openai,gpt-5.6-sol,openai_gpt56_sol
521,openai,gpt-5.6-sol,openai_gpt56_sol
522,openai,gpt-5.6-sol,openai_gpt56_sol
523,openai,gpt-5.6-sol,openai_gpt56_sol
524,openai,gpt-5.6-sol,openai_gpt56_sol
525,openai,gpt-5.6-sol,openai_gpt56_sol
526,openai,gpt-5.6-sol,openai_gpt56_sol
527,anthropic,claude-sonnet-5,anthropic_sonnet5
528,openai,gpt-5.6-sol,openai_gpt56_sol
529,openai,gpt-5.6-sol,openai_gpt56_sol
530,openai,gpt-5.6-sol,openai_gpt56_sol
531,openai,gpt-5.6-sol,openai_gpt56_sol
532,openai,gpt-5.6-sol,openai_gpt56_sol
533,openai,gpt-5.6-sol,openai_gpt56_sol
534,openai,gpt-5.6-sol,openai_gpt56_sol
535,openai,gpt-5.6-sol,openai_gpt56_sol
536,openai,gpt-5.6-sol,openai_gpt56_sol
537,openai,gpt-5.6-sol,openai_gpt56_sol
538,openai,gpt-5.6-sol,openai_gpt56_sol
539,openai,gpt-5.6-sol,openai_gpt56_sol
540,openai,gpt-5.6-sol,openai_gpt56_sol
541,openai,gpt-5.6-sol,openai_gpt56_sol
542,openai,gpt-5.6-sol,openai_gpt56_sol
543,openai,gpt-5.6-sol,openai_gpt56_sol
544,openai,gpt-5.6-sol,openai_gpt56_sol
545,anthropic,claude-sonnet-5,anthropic_sonnet5
546,anthropic,claude-sonnet-5,anthropic_sonnet5
547,anthropic,claude-sonnet-5,anthropic_sonnet5
548,anthropic,claude-sonnet-5,anthropic_sonnet5
549,anthropic,claude-sonnet-5,anthropic_sonnet5
550,anthropic,claude-sonnet-5,anthropic_sonnet5
551,anthropic,claude-sonnet-5,anthropic_sonnet5
552,anthropic,claude-sonnet-5,anthropic_sonnet5
553,anthropic,claude-sonnet-5,anthropic_sonnet5
554,anthropic,claude-sonnet-5,anthropic_sonnet5
555,anthropic,claude-sonnet-5,anthropic_sonnet5
556,anthropic,claude-sonnet-5,anthropic_sonnet5
557,anthropic,claude-sonnet-5,anthropic_sonnet5
558,anthropic,claude-sonnet-5,anthropic_sonnet5
559,anthropic,claude-sonnet-5,anthropic_sonnet5
560,anthropic,claude-sonnet-5,anthropic_sonnet5
561,anthropic,claude-sonnet-5,anthropic_sonnet5
562,anthropic,claude-sonnet-5,anthropic_sonnet5
563,anthropic,claude-sonnet-5,anthropic_sonnet5
564,anthropic,claude-sonnet-5,anthropic_sonnet5
565,anthropic,claude-sonnet-5,anthropic_sonnet5
566,anthropic,claude-sonnet-5,anthropic_sonnet5
567,anthropic,claude-sonnet-5,anthropic_sonnet5
568,anthropic,claude-sonnet-5,anthropic_sonnet5
569,anthropic,claude-sonnet-5,anthropic_sonnet5
570,anthropic,claude-sonnet-5,anthropic_sonnet5
571,anthropic,claude-sonnet-5,anthropic_sonnet5
572,anthropic,claude-sonnet-5,anthropic_sonnet5
573,openai,gpt-5.6-sol,openai_gpt56_sol
574,openai,gpt-5.6-sol,openai_gpt56_sol
575,openai,gpt-5.6-sol,openai_gpt56_sol
576,openai,gpt-5.6-sol,openai_gpt56_sol
577,openai,gpt-5.6-sol,openai_gpt56_sol
578,openai,gpt-5.6-sol,openai_gpt56_sol
579,openai,gpt-5.6-sol,openai_gpt56_sol
580,openai,gpt-5.6-sol,openai_gpt56_sol
581,openai,gpt-5.6-sol,openai_gpt56_sol
582,openai,gpt-5.6-sol,openai_gpt56_sol
583,openai,gpt-5.6-sol,openai_gpt56_sol
584,openai,gpt-5.6-sol,openai_gpt56_sol
585,openai,gpt-5.6-sol,openai_gpt56_sol
586,openai,gpt-5.6-sol,openai_gpt56_sol
587,openai,gpt-5.6-sol,openai_gpt56_sol
588,openai,gpt-5.6-sol,openai_gpt56_sol
589,openai,gpt-5.6-sol,openai_gpt56_sol
590,openai,gpt-5.6-sol,openai_gpt56_sol
591,openai,gpt-5.6-sol,openai_gpt56_sol
592,openai,gpt-5.6-sol,openai_gpt56_sol
593,openai,gpt-5.6-sol,openai_gpt56_sol
594,openai,gpt-5.6-sol,openai_gpt56_sol
595,openai,gpt-5.6-sol,openai_gpt56_sol
596,openai,gpt-5.6-sol,openai_gpt56_sol
597,openai,gpt-5.6-sol,openai_gpt56_sol
598,openai,gpt-5.6-sol,openai_gpt56_sol
599,openai,gpt-5.6-sol,openai_gpt56_sol
600,openai,gpt-5.6-sol,openai_gpt56_sol
601,anthropic,claude-sonnet-5,anthropic_sonnet5
602,anthropic,claude-sonnet-5,anthropic_sonnet5
603,anthropic,claude-sonnet-5,anthropic_sonnet5
604,anthropic,claude-sonnet-5,anthropic_sonnet5
605,anthropic,claude-sonnet-5,anthropic_sonnet5
606,anthropic,claude-sonnet-5,anthropic_sonnet5
607,anthropic,claude-sonnet-5,anthropic_sonnet5
608,anthropic,claude-sonnet-5,anthropic_sonnet5
609,anthropic,claude-sonnet-5,anthropic_sonnet5
610,anthropic,claude-sonnet-5,anthropic_sonnet5
611,anthropic,claude-sonnet-5,anthropic_sonnet5
612,anthropic,claude-sonnet-5,anthropic_sonnet5
613,anthropic,claude-sonnet-5,anthropic_sonnet5
614,anthropic,claude-sonnet-5,anthropic_sonnet5
615,anthropic,claude-sonnet-5,anthropic_sonnet5
616,anthropic,claude-sonnet-5,anthropic_sonnet5
617,anthropic,claude-sonnet-5,anthropic_sonnet5
618,anthropic,claude-sonnet-5,anthropic_sonnet5
619,anthropic,claude-sonnet-5,anthropic_sonnet5
620,anthropic,claude-sonnet-5,anthropic_sonnet5
621,anthropic,claude-sonnet-5,anthropic_sonnet5
622,anthropic,claude-sonnet-5,anthropic_sonnet5
623,anthropic,claude-sonnet-5,anthropic_sonnet5
624,anthropic,claude-sonnet-5,anthropic_sonnet5
625,anthropic,claude-sonnet-5,anthropic_sonnet5
626,anthropic,claude-sonnet-5,anthropic_sonnet5
627,anthropic,claude-sonnet-5,anthropic_sonnet5
628,anthropic,claude-sonnet-5,anthropic_sonnet5
629,openai,gpt-5.6-sol,openai_gpt56_sol
630,openai,gpt-5.6-sol,openai_gpt56_sol
631,openai,gpt-5.6-sol,openai_gpt56_sol
632,openai,gpt-5.6-sol,openai_gpt56_sol
633,openai,gpt-5.6-sol,openai_gpt56_sol
634,openai,gpt-5.6-sol,openai_gpt56_sol
635,openai,gpt-5.6-sol,openai_gpt56_sol
636,openai,gpt-5.6-sol,openai_gpt56_sol
637,openai,gpt-5.6-sol,openai_gpt56_sol
638,openai,gpt-5.6-sol,openai_gpt56_sol
639,openai,gpt-5.6-sol,openai_gpt56_sol
640,openai,gpt-5.6-sol,openai_gpt56_sol
641,openai,gpt-5.6-sol,openai_gpt56_sol
642,openai,gpt-5.6-sol,openai_gpt56_sol
643,openai,gpt-5.6-sol,openai_gpt56_sol
644,openai,gpt-5.6-sol,openai_gpt56_sol
645,openai,gpt-5.6-sol,openai_gpt56_sol
646,openai,gpt-5.6-sol,openai_gpt56_sol
647,openai,gpt-5.6-sol,openai_gpt56_sol
648,openai,gpt-5.6-sol,openai_gpt56_sol
649,openai,gpt-5.6-sol,openai_gpt56_sol
650,openai,gpt-5.6-sol,openai_gpt56_sol
651,openai,gpt-5.6-sol,openai_gpt56_sol
652,openai,gpt-5.6-sol,openai_gpt56_sol
653,openai,gpt-5.6-sol,openai_gpt56_sol
654,openai,gpt-5.6-sol,openai_gpt56_sol
655,openai,gpt-5.6-sol,openai_gpt56_sol
656,openai,gpt-5.6-sol,openai_gpt56_sol
657,anthropic,claude-sonnet-5,anthropic_sonnet5
658,anthropic,claude-sonnet-5,anthropic_sonnet5
659,anthropic,claude-sonnet-5,anthropic_sonnet5
660,anthropic,claude-sonnet-5,anthropic_sonnet5
661,anthropic,claude-sonnet-5,anthropic_sonnet5
662,anthropic,claude-sonnet-5,anthropic_sonnet5
663,anthropic,claude-sonnet-5,anthropic_sonnet5
664,anthropic,claude-sonnet-5,anthropic_sonnet5
665,anthropic,claude-sonnet-5,anthropic_sonnet5
666,anthropic,claude-sonnet-5,anthropic_sonnet5
667,anthropic,claude-sonnet-5,anthropic_sonnet5
668,anthropic,claude-sonnet-5,anthropic_sonnet5
669,anthropic,claude-sonnet-5,anthropic_sonnet5
670,anthropic,claude-sonnet-5,anthropic_sonnet5
671,anthropic,claude-sonnet-5,anthropic_sonnet5
672,anthropic,claude-sonnet-5,anthropic_sonnet5
673,anthropic,claude-sonnet-5,anthropic_sonnet5
674,anthropic,claude-sonnet-5,anthropic_sonnet5
675,anthropic,claude-sonnet-5,anthropic_sonnet5
676,anthropic,claude-sonnet-5,anthropic_sonnet5
677,anthropic,claude-sonnet-5,anthropic_sonnet5
678,anthropic,claude-sonnet-5,anthropic_sonnet5
679,anthropic,claude-sonnet-5,anthropic_sonnet5
680,anthropic,claude-sonnet-5,anthropic_sonnet5
681,anthropic,claude-sonnet-5,anthropic_sonnet5
682,anthropic,claude-sonnet-5,anthropic_sonnet5
683,anthropic,claude-sonnet-5,anthropic_sonnet5
684,anthropic,claude-sonnet-5,anthropic_sonnet5
685,openai,gpt-5.6-sol,openai_gpt56_sol
686,openai,gpt-5.6-sol,openai_gpt56_sol
687,openai,gpt-5.6-sol,openai_gpt56_sol
688,openai,gpt-5.6-sol,openai_gpt56_sol
689,openai,gpt-5.6-sol,openai_gpt56_sol
690,openai,gpt-5.6-sol,openai_gpt56_sol
691,openai,gpt-5.6-sol,openai_gpt56_sol
692,openai,gpt-5.6-sol,openai_gpt56_sol
693,openai,gpt-5.6-sol,openai_gpt56_sol
694,openai,gpt-5.6-sol,openai_gpt56_sol
695,openai,gpt-5.6-sol,openai_gpt56_sol
696,openai,gpt-5.6-sol,openai_gpt56_sol
697,openai,gpt-5.6-sol,openai_gpt56_sol
698,openai,gpt-5.6-sol,openai_gpt56_sol
699,openai,gpt-5.6-sol,openai_gpt56_sol
700,openai,gpt-5.6-sol,openai_gpt56_sol
701,openai,gpt-5.6-sol,openai_gpt56_sol
702,openai,gpt-5.6-sol,openai_gpt56_sol
703,openai,gpt-5.6-sol,openai_gpt56_sol
704,openai,gpt-5.6-sol,openai_gpt56_sol
705,openai,gpt-5.6-sol,openai_gpt56_sol
706,openai,gpt-5.6-sol,openai_gpt56_sol
707,openai,gpt-5.6-sol,openai_gpt56_sol
708,openai,gpt-5.6-sol,openai_gpt56_sol
709,openai,gpt-5.6-sol,openai_gpt56_sol
710,openai,gpt-5.6-sol,openai_gpt56_sol
711,openai,gpt-5.6-sol,openai_gpt56_sol
712,openai,gpt-5.6-sol,openai_gpt56_sol
713,anthropic,claude-sonnet-5,anthropic_sonnet5
714,anthropic,claude-sonnet-5,anthropic_sonnet5
715,anthropic,claude-sonnet-5,anthropic_sonnet5
716,anthropic,claude-sonnet-5,anthropic_sonnet5
717,anthropic,claude-sonnet-5,anthropic_sonnet5
718,anthropic,claude-sonnet-5,anthropic_sonnet5
719,anthropic,claude-sonnet-5,anthropic_sonnet5
720,anthropic,claude-sonnet-5,anthropic_sonnet5
721,anthropic,claude-sonnet-5,anthropic_sonnet5
722,anthropic,claude-sonnet-5,anthropic_sonnet5
723,anthropic,claude-sonnet-5,anthropic_sonnet5
724,anthropic,claude-sonnet-5,anthropic_sonnet5
725,anthropic,claude-sonnet-5,anthropic_sonnet5
726,anthropic,claude-sonnet-5,anthropic_sonnet5
727,anthropic,claude-sonnet-5,anthropic_sonnet5
728,anthropic,claude-sonnet-5,anthropic_sonnet5
729,anthropic,claude-sonnet-5,anthropic_sonnet5
730,anthropic,claude-sonnet-5,anthropic_sonnet5
731,anthropic,claude-sonnet-5,anthropic_sonnet5
732,anthropic,claude-sonnet-5,anthropic_sonnet5
733,anthropic,claude-sonnet-5,anthropic_sonnet5
734,anthropic,claude-sonnet-5,anthropic_sonnet5
735,anthropic,claude-sonnet-5,anthropic_sonnet5
736,anthropic,claude-sonnet-5,anthropic_sonnet5
737,anthropic,claude-sonnet-5,anthropic_sonnet5
738,anthropic,claude-sonnet-5,anthropic_sonnet5
739,anthropic,claude-sonnet-5,anthropic_sonnet5
740,anthropic,claude-sonnet-5,anthropic_sonnet5
741,openai,gpt-5.6-sol,openai_gpt56_sol
742,openai,gpt-5.6-sol,openai_gpt56_sol
743,openai,gpt-5.6-sol,openai_gpt56_sol
744,openai,gpt-5.6-sol,openai_gpt56_sol
745,openai,gpt-5.6-sol,openai_gpt56_sol
746,openai,gpt-5.6-sol,openai_gpt56_sol
747,openai,gpt-5.6-sol,openai_gpt56_sol
748,openai,gpt-5.6-sol,openai_gpt56_sol
749,openai,gpt-5.6-sol,openai_gpt56_sol
750,openai,gpt-5.6-sol,openai_gpt56_sol
751,openai,gpt-5.6-sol,openai_gpt56_sol
752,openai,gpt-5.6-sol,openai_gpt56_sol
753,openai,gpt-5.6-sol,openai_gpt56_sol
754,openai,gpt-5.6-sol,openai_gpt56_sol
755,openai,gpt-5.6-sol,openai_gpt56_sol
756,openai,gpt-5.6-sol,openai_gpt56_sol
757,openai,gpt-5.6-sol,openai_gpt56_sol
758,openai,gpt-5.6-sol,openai_gpt56_sol
759,openai,gpt-5.6-sol,openai_gpt56_sol
760,openai,gpt-5.6-sol,openai_gpt56_sol
761,openai,gpt-5.6-sol,openai_gpt56_sol
762,openai,gpt-5.6-sol,openai_gpt56_sol
763,openai,gpt-5.6-sol,openai_gpt56_sol
764,openai,gpt-5.6-sol,openai_gpt56_sol
765,openai,gpt-5.6-sol,openai_gpt56_sol
766,openai,gpt-5.6-sol,openai_gpt56_sol
767,openai,gpt-5.6-sol,openai_gpt56_sol
768,openai,gpt-5.6-sol,openai_gpt56_sol
769,anthropic,claude-sonnet-5,anthropic_sonnet5
770,anthropic,claude-sonnet-5,anthropic_sonnet5
771,anthropic,claude-sonnet-5,anthropic_sonnet5
772,anthropic,claude-sonnet-5,anthropic_sonnet5
773,anthropic,claude-sonnet-5,anthropic_sonnet5
774,anthropic,claude-sonnet-5,anthropic_sonnet5
775,anthropic,claude-sonnet-5,anthropic_sonnet5
776,anthropic,claude-sonnet-5,anthropic_sonnet5
777,anthropic,claude-sonnet-5,anthropic_sonnet5
778,anthropic,claude-sonnet-5,anthropic_sonnet5
779,anthropic,claude-sonnet-5,anthropic_sonnet5
780,anthropic,claude-sonnet-5,anthropic_sonnet5
781,anthropic,claude-sonnet-5,anthropic_sonnet5
782,anthropic,claude-sonnet-5,anthropic_sonnet5
783,anthropic,claude-sonnet-5,anthropic_sonnet5
784,anthropic,claude-sonnet-5,anthropic_sonnet5
785,anthropic,claude-sonnet-5,anthropic_sonnet5
786,anthropic,claude-sonnet-5,anthropic_sonnet5
787,anthropic,claude-sonnet-5,anthropic_sonnet5
788,anthropic,claude-sonnet-5,anthropic_sonnet5
789,anthropic,claude-sonnet-5,anthropic_sonnet5
790,anthropic,claude-sonnet-5,anthropic_sonnet5
791,anthropic,claude-sonnet-5,anthropic_sonnet5
792,anthropic,claude-sonnet-5,anthropic_sonnet5
793,anthropic,claude-sonnet-5,anthropic_sonnet5
794,anthropic,claude-sonnet-5,anthropic_sonnet5
795,anthropic,claude-sonnet-5,anthropic_sonnet5
796,anthropic,claude-sonnet-5,anthropic_sonnet5
797,openai,gpt-5.6-sol,openai_gpt56_sol
798,openai,gpt-5.6-sol,openai_gpt56_sol
799,openai,gpt-5.6-sol,openai_gpt56_sol
800,openai,gpt-5.6-sol,openai_gpt56_sol
801,openai,gpt-5.6-sol,openai_gpt56_sol
802,openai,gpt-5.6-sol,openai_gpt56_sol
803,openai,gpt-5.6-sol,openai_gpt56_sol
804,openai,gpt-5.6-sol,openai_gpt56_sol
805,openai,gpt-5.6-sol,openai_gpt56_sol
806,openai,gpt-5.6-sol,openai_gpt56_sol
807,openai,gpt-5.6-sol,openai_gpt56_sol
808,openai,gpt-5.6-sol,openai_gpt56_sol
809,openai,gpt-5.6-sol,openai_gpt56_sol
810,openai,gpt-5.6-sol,openai_gpt56_sol
811,openai,gpt-5.6-sol,openai_gpt56_sol
812,openai,gpt-5.6-sol,openai_gpt56_sol
813,openai,gpt-5.6-sol,openai_gpt56_sol
814,openai,gpt-5.6-sol,openai_gpt56_sol
815,openai,gpt-5.6-sol,openai_gpt56_sol
816,openai,gpt-5.6-sol,openai_gpt56_sol
817,openai,gpt-5.6-sol,openai_gpt56_sol
818,openai,gpt-5.6-sol,openai_gpt56_sol
819,openai,gpt-5.6-sol,openai_gpt56_sol
820,openai,gpt-5.6-sol,openai_gpt56_sol
821,openai,gpt-5.6-sol,openai_gpt56_sol
822,openai,gpt-5.6-sol,openai_gpt56_sol
823,openai,gpt-5.6-sol,openai_gpt56_sol
824,openai,gpt-5.6-sol,openai_gpt56_sol
825,anthropic,claude-sonnet-5,anthropic_sonnet5
826,anthropic,claude-sonnet-5,anthropic_sonnet5
827,anthropic,claude-sonnet-5,anthropic_sonnet5
828,anthropic,claude-sonnet-5,anthropic_sonnet5
829,anthropic,claude-sonnet-5,anthropic_sonnet5
830,anthropic,claude-sonnet-5,anthropic_sonnet5
831,anthropic,claude-sonnet-5,anthropic_sonnet5
832,anthropic,claude-sonnet-5,anthropic_sonnet5
833,anthropic,claude-sonnet-5,anthropic_sonnet5
834,anthropic,claude-sonnet-5,anthropic_sonnet5
835,anthropic,claude-sonnet-5,anthropic_sonnet5
836,anthropic,claude-sonnet-5,anthropic_sonnet5
837,anthropic,claude-sonnet-5,anthropic_sonnet5
838,anthropic,claude-sonnet-5,anthropic_sonnet5
839,anthropic,claude-sonnet-5,anthropic_sonnet5
840,anthropic,claude-sonnet-5,anthropic_sonnet5
841,anthropic,claude-sonnet-5,anthropic_sonnet5
842,anthropic,claude-sonnet-5,anthropic_sonnet5
843,anthropic,claude-sonnet-5,anthropic_sonnet5
844,anthropic,claude-sonnet-5,anthropic_sonnet5
845,anthropic,claude-sonnet-5,anthropic_sonnet5
846,anthropic,claude-sonnet-5,anthropic_sonnet5
847,anthropic,claude-sonnet-5,anthropic_sonnet5
848,anthropic,claude-sonnet-5,anthropic_sonnet5
849,anthropic,claude-sonnet-5,anthropic_sonnet5
850,anthropic,claude-sonnet-5,anthropic_sonnet5
851,anthropic,claude-sonnet-5,anthropic_sonnet5
852,anthropic,claude-sonnet-5,anthropic_sonnet5
853,anthropic,claude-sonnet-5,anthropic_sonnet5
854,anthropic,claude-sonnet-5,anthropic_sonnet5
855,anthropic,claude-sonnet-5,anthropic_sonnet5
856,anthropic,claude-sonnet-5,anthropic_sonnet5
857,anthropic,claude-sonnet-5,anthropic_sonnet5
858,openai,gpt-5.6-sol,openai_gpt56_sol
859,openai,gpt-5.6-sol,openai_gpt56_sol
860,openai,gpt-5.6-sol,openai_gpt56_sol
861,openai,gpt-5.6-sol,openai_gpt56_sol
862,openai,gpt-5.6-sol,openai_gpt56_sol
863,openai,gpt-5.6-sol,openai_gpt56_sol
864,openai,gpt-5.6-sol,openai_gpt56_sol
865,anthropic,claude-sonnet-5,anthropic_sonnet5
866,openai,gpt-5.6-sol,openai_gpt56_sol
867,openai,gpt-5.6-sol,openai_gpt56_sol
868,openai,gpt-5.6-sol,openai_gpt56_sol
869,openai,gpt-5.6-sol,openai_gpt56_sol
870,openai,gpt-5.6-sol,openai_gpt56_sol
871,openai,gpt-5.6-sol,openai_gpt56_sol
872,openai,gpt-5.6-sol,openai_gpt56_sol
873,openai,gpt-5.6-sol,openai_gpt56_sol
874,openai,gpt-5.6-sol,openai_gpt56_sol
875,openai,gpt-5.6-sol,openai_gpt56_sol
876,openai,gpt-5.6-sol,openai_gpt56_sol
877,openai,gpt-5.6-sol,openai_gpt56_sol
878,openai,gpt-5.6-sol,openai_gpt56_sol
879,openai,gpt-5.6-sol,openai_gpt56_sol
880,openai,gpt-5.6-sol,openai_gpt56_sol
881,openai,gpt-5.6-sol,openai_gpt56_sol
882,openai,gpt-5.6-sol,openai_gpt56_sol
883,openai,gpt-5.6-sol,openai_gpt56_sol
884,openai,gpt-5.6-sol,openai_gpt56_sol
885,openai,gpt-5.6-sol,openai_gpt56_sol
886,openai,gpt-5.6-sol,openai_gpt56_sol
887,anthropic,claude-sonnet-5,anthropic_sonnet5
888,anthropic,claude-sonnet-5,anthropic_sonnet5
889,anthropic,claude-sonnet-5,anthropic_sonnet5
890,anthropic,claude-sonnet-5,anthropic_sonnet5
891,anthropic,claude-sonnet-5,anthropic_sonnet5
892,anthropic,claude-sonnet-5,anthropic_sonnet5
893,anthropic,claude-sonnet-5,anthropic_sonnet5
894,anthropic,claude-sonnet-5,anthropic_sonnet5
895,anthropic,claude-sonnet-5,anthropic_sonnet5
896,anthropic,claude-sonnet-5,anthropic_sonnet5
897,anthropic,claude-sonnet-5,anthropic_sonnet5
898,anthropic,claude-sonnet-5,anthropic_sonnet5
899,anthropic,claude-sonnet-5,anthropic_sonnet5
900,anthropic,claude-sonnet-5,anthropic_sonnet5
901,anthropic,claude-sonnet-5,anthropic_sonnet5
902,anthropic,claude-sonnet-5,anthropic_sonnet5
903,anthropic,claude-sonnet-5,anthropic_sonnet5
904,anthropic,claude-sonnet-5,anthropic_sonnet5
905,anthropic,claude-sonnet-5,anthropic_sonnet5
906,anthropic,claude-sonnet-5,anthropic_sonnet5
907,anthropic,claude-sonnet-5,anthropic_sonnet5
908,anthropic,claude-sonnet-5,anthropic_sonnet5
909,anthropic,claude-sonnet-5,anthropic_sonnet5
910,anthropic,claude-sonnet-5,anthropic_sonnet5
911,anthropic,claude-sonnet-5,anthropic_sonnet5
912,anthropic,claude-sonnet-5,anthropic_sonnet5
913,anthropic,claude-sonnet-5,anthropic_sonnet5
914,anthropic,claude-sonnet-5,anthropic_sonnet5
915,openai,gpt-5.6-sol,openai_gpt56_sol
916,openai,gpt-5.6-sol,openai_gpt56_sol
917,openai,gpt-5.6-sol,openai_gpt56_sol
918,openai,gpt-5.6-sol,openai_gpt56_sol
919,openai,gpt-5.6-sol,openai_gpt56_sol
920,openai,gpt-5.6-sol,openai_gpt56_sol
921,openai,gpt-5.6-sol,openai_gpt56_sol
922,openai,gpt-5.6-sol,openai_gpt56_sol
923,openai,gpt-5.6-sol,openai_gpt56_sol
924,openai,gpt-5.6-sol,openai_gpt56_sol
925,openai,gpt-5.6-sol,openai_gpt56_sol
926,openai,gpt-5.6-sol,openai_gpt56_sol
927,openai,gpt-5.6-sol,openai_gpt56_sol
928,openai,gpt-5.6-sol,openai_gpt56_sol
929,openai,gpt-5.6-sol,openai_gpt56_sol
930,openai,gpt-5.6-sol,openai_gpt56_sol
931,openai,gpt-5.6-sol,openai_gpt56_sol
932,openai,gpt-5.6-sol,openai_gpt56_sol
933,openai,gpt-5.6-sol,openai_gpt56_sol
934,openai,gpt-5.6-sol,openai_gpt56_sol
935,openai,gpt-5.6-sol,openai_gpt56_sol
936,openai,gpt-5.6-sol,openai_gpt56_sol
937,openai,gpt-5.6-sol,openai_gpt56_sol
938,openai,gpt-5.6-sol,openai_gpt56_sol
939,openai,gpt-5.6-sol,openai_gpt56_sol
940,openai,gpt-5.6-sol,openai_gpt56_sol
941,openai,gpt-5.6-sol,openai_gpt56_sol
942,openai,gpt-5.6-sol,openai_gpt56_sol
943,anthropic,claude-sonnet-5,anthropic_sonnet5
944,anthropic,claude-sonnet-5,anthropic_sonnet5
945,anthropic,claude-sonnet-5,anthropic_sonnet5
946,anthropic,claude-sonnet-5,anthropic_sonnet5
947,anthropic,claude-sonnet-5,anthropic_sonnet5
948,anthropic,claude-sonnet-5,anthropic_sonnet5
949,anthropic,claude-sonnet-5,anthropic_sonnet5
950,anthropic,claude-sonnet-5,anthropic_sonnet5
951,anthropic,claude-sonnet-5,anthropic_sonnet5
952,anthropic,claude-sonnet-5,anthropic_sonnet5
953,anthropic,claude-sonnet-5,anthropic_sonnet5
954,anthropic,claude-sonnet-5,anthropic_sonnet5
955,anthropic,claude-sonnet-5,anthropic_sonnet5
956,anthropic,claude-sonnet-5,anthropic_sonnet5
957,anthropic,claude-sonnet-5,anthropic_sonnet5
958,anthropic,claude-sonnet-5,anthropic_sonnet5
959,anthropic,claude-sonnet-5,anthropic_sonnet5
960,anthropic,claude-sonnet-5,anthropic_sonnet5
961,anthropic,claude-sonnet-5,anthropic_sonnet5
962,anthropic,claude-sonnet-5,anthropic_sonnet5
963,anthropic,claude-sonnet-5,anthropic_sonnet5
964,anthropic,claude-sonnet-5,anthropic_sonnet5
965,anthropic,claude-sonnet-5,anthropic_sonnet5
966,anthropic,claude-sonnet-5,anthropic_sonnet5
967,anthropic,claude-sonnet-5,anthropic_sonnet5
968,anthropic,claude-sonnet-5,anthropic_sonnet5
969,anthropic,claude-sonnet-5,anthropic_sonnet5
970,anthropic,claude-sonnet-5,anthropic_sonnet5
971,openai,gpt-5.6-sol,openai_gpt56_sol
972,openai,gpt-5.6-sol,openai_gpt56_sol
973,openai,gpt-5.6-sol,openai_gpt56_sol
974,openai,gpt-5.6-sol,openai_gpt56_sol
975,openai,gpt-5.6-sol,openai_gpt56_sol
976,openai,gpt-5.6-sol,openai_gpt56_sol
977,openai,gpt-5.6-sol,openai_gpt56_sol
978,openai,gpt-5.6-sol,openai_gpt56_sol
979,openai,gpt-5.6-sol,openai_gpt56_sol
980,openai,gpt-5.6-sol,openai_gpt56_sol
981,openai,gpt-5.6-sol,openai_gpt56_sol
982,openai,gpt-5.6-sol,openai_gpt56_sol
983,openai,gpt-5.6-sol,openai_gpt56_sol
984,openai,gpt-5.6-sol,openai_gpt56_sol
985,openai,gpt-5.6-sol,openai_gpt56_sol
986,openai,gpt-5.6-sol,openai_gpt56_sol
987,openai,gpt-5.6-sol,openai_gpt56_sol
988,openai,gpt-5.6-sol,openai_gpt56_sol
989,openai,gpt-5.6-sol,openai_gpt56_sol
990,openai,gpt-5.6-sol,openai_gpt56_sol
991,openai,gpt-5.6-sol,openai_gpt56_sol
992,openai,gpt-5.6-sol,openai_gpt56_sol
993,openai,gpt-5.6-sol,openai_gpt56_sol
994,openai,gpt-5.6-sol,openai_gpt56_sol
995,openai,gpt-5.6-sol,openai_gpt56_sol
996,openai,gpt-5.6-sol,openai_gpt56_sol
997,openai,gpt-5.6-sol,openai_gpt56_sol
998,openai,gpt-5.6-sol,openai_gpt56_sol
999,anthropic,claude-sonnet-5,anthropic_sonnet5
1000,anthropic,claude-sonnet-5,anthropic_sonnet5
1001,anthropic,claude-sonnet-5,anthropic_sonnet5
1002,anthropic,claude-sonnet-5,anthropic_sonnet5
1003,anthropic,claude-sonnet-5,anthropic_sonnet5
1004,anthropic,claude-sonnet-5,anthropic_sonnet5
1005,anthropic,claude-sonnet-5,anthropic_sonnet5
1006,anthropic,claude-sonnet-5,anthropic_sonnet5
1007,anthropic,claude-sonnet-5,anthropic_sonnet5
1008,anthropic,claude-sonnet-5,anthropic_sonnet5
1009,anthropic,claude-sonnet-5,anthropic_sonnet5
1010,anthropic,claude-sonnet-5,anthropic_sonnet5
1011,anthropic,claude-sonnet-5,anthropic_sonnet5
1012,anthropic,claude-sonnet-5,anthropic_sonnet5
1013,anthropic,claude-sonnet-5,anthropic_sonnet5
1014,anthropic,claude-sonnet-5,anthropic_sonnet5
